Latitude,Longitude,Date,MODIS_Tile,MOD13Q1_061_Line_Y_250m,MOD13Q1_061_Sample_X_250m,MOD13Q1_061__250m_16_days_EVI,MOD13Q1_061__250m_16_days_NDVI,MOD13Q1_061__250m_16_days_VI_Quality,MOD13Q1_061__250m_16_days_VI_Quality_bitmask,MOD13Q1_061__250m_16_days_VI_Quality_MODLAND,MOD13Q1_061__250m_16_days_VI_Quality_MODLAND_Description,MOD13Q1_061__250m_16_days_VI_Quality_VI_Usefulness,MOD13Q1_061__250m_16_days_VI_Quality_VI_Usefulness_Description,MOD13Q1_061__250m_16_days_VI_Quality_Aerosol_Quantity,MOD13Q1_061__250m_16_days_VI_Quality_Aerosol_Quantity_Description,MOD13Q1_061__250m_16_days_VI_Quality_Adjacent_cloud_detected,MOD13Q1_061__250m_16_days_VI_Quality_Adjacent_cloud_detected_Description,MOD13Q1_061__250m_16_days_VI_Quality_Atmosphere_BRDF_Correction,MOD13Q1_061__250m_16_days_VI_Quality_Atmosphere_BRDF_Correction_Description,MOD13Q1_061__250m_16_days_VI_Quality_Mixed_Clouds,MOD13Q1_061__250m_16_days_VI_Quality_Mixed_Clouds_Description,MOD13Q1_061__250m_16_days_VI_Quality_Land/Water_Mask,MOD13Q1_061__250m_16_days_VI_Quality_Land/Water_Mask_Description,MOD13Q1_061__250m_16_days_VI_Quality_Possible_snow/ice,MOD13Q1_061__250m_16_days_VI_Quality_Possible_snow/ice_Description,MOD13Q1_061__250m_16_days_VI_Quality_Possible_shadow,MOD13Q1_061__250m_16_days_VI_Quality_Possible_shadow_Description
59.5167,-138.8,2022-01-01,h10v03,231.0,4602.0,-0.1045,-0.1193,51229.0,0b1100100000011101,0b01,"VI produced, but check other QA",0b0111,Decreasing quality,0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b1,Yes,0b1,Yes
59.5167,-138.8,2022-01-17,h10v03,231.0,4602.0,-0.0609,-0.0593,18457.0,0b0100100000011001,0b01,"VI produced, but check other QA",0b0110,Decreasing quality,0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b1,Yes,0b0,No
59.5167,-138.8,2022-02-02,h10v03,231.0,4602.0,-0.0557,-0.0516,20505.0,0b0101000000011001,0b01,"VI produced, but check other QA",0b0110,Decreasing quality,0b00,Climatology,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b1,Yes,0b0,No
59.5167,-138.8,2022-02-18,h10v03,231.0,4602.0,-0.0201,-0.0182,2070.0,0b0000100000010110,0b10,"Pixel produced, but most probably cloudy",0b0101,Decreasing quality,0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
59.5167,-138.8,2022-03-06,h10v03,231.0,4602.0,-0.0644,-0.0612,20761.0,0b0101000100011001,0b01,"VI produced, but check other QA",0b0110,Decreasing quality,0b00,Climatology,0b1,Yes,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b1,Yes,0b0,No
59.5167,-138.8,2022-03-22,h10v03,231.0,4602.0,-0.0874,-0.0829,20501.0,0b0101000000010101,0b01,"VI produced, but check other QA",0b0101,Decreasing quality,0b00,Climatology,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b1,Yes,0b0,No
59.5167,-138.8,2022-04-07,h10v03,231.0,4602.0,-0.066,-0.0618,20497.0,0b0101000000010001,0b01,"VI produced, but check other QA",0b0100,Decreasing quality,0b00,Climatology,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b1,Yes,0b0,No
59.5167,-138.8,2022-04-23,h10v03,231.0,4602.0,-0.1053,-0.1053,20497.0,0b0101000000010001,0b01,"VI produced, but check other QA",0b0100,Decreasing quality,0b00,Climatology,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b1,Yes,0b0,No
59.5167,-138.8,2022-05-09,h10v03,231.0,4602.0,-0.1339,-0.1404,20497.0,0b0101000000010001,0b01,"VI produced, but check other QA",0b0100,Decreasing quality,0b00,Climatology,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b1,Yes,0b0,No
59.5167,-138.8,2022-05-25,h10v03,231.0,4602.0,-0.152,-0.1873,18453.0,0b0100100000010101,0b01,"VI produced, but check other QA",0b0101,Decreasing quality,0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b1,Yes,0b0,No
59.5167,-138.8,2022-06-10,h10v03,231.0,4602.0,-0.0817,-0.1432,4110.0,0b0001000000001110,0b10,"Pixel produced, but most probably cloudy",0b0011,Decreasing quality,0b00,Climatology,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
59.5167,-138.8,2022-06-26,h10v03,231.0,4602.0,-3000.0,-3000.0,65535.0,0b1111111111111111,0b11,Pixel not produced due to other reasons than clouds,0b1111,Not useful for any other reason/not processed,0b11,High,0b1,Yes,0b1,Yes,0b1,Yes,0b111,Deep ocean,0b1,Yes,0b1,Yes
59.5167,-138.8,2022-07-12,h10v03,231.0,4602.0,-0.0041,-0.0042,4114.0,0b0001000000010010,0b10,"Pixel produced, but most probably cloudy",0b0100,Decreasing quality,0b00,Climatology,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
59.5167,-138.8,2022-07-28,h10v03,231.0,4602.0,-0.0866,-0.1565,4110.0,0b0001000000001110,0b10,"Pixel produced, but most probably cloudy",0b0011,Decreasing quality,0b00,Climatology,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
59.5167,-138.8,2022-08-13,h10v03,231.0,4602.0,-0.0093,-0.0087,4110.0,0b0001000000001110,0b10,"Pixel produced, but most probably cloudy",0b0011,Decreasing quality,0b00,Climatology,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
59.5167,-138.8,2022-08-29,h10v03,231.0,4602.0,-3000.0,-3000.0,37183.0,0b1001000100111111,0b11,Pixel not produced due to other reasons than clouds,0b1111,Not useful for any other reason/not processed,0b00,Climatology,0b1,Yes,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b1,Yes
59.5167,-138.8,2022-09-14,h10v03,231.0,4602.0,-3000.0,-3000.0,36351.0,0b1000110111111111,0b11,Pixel not produced due to other reasons than clouds,0b1111,Not useful for any other reason/not processed,0b11,High,0b1,Yes,0b0,No,0b1,Yes,0b001,Land (Nothing else but land),0b0,No,0b1,Yes
59.5167,-138.8,2022-09-30,h10v03,231.0,4602.0,-0.0328,-0.0436,4114.0,0b0001000000010010,0b10,"Pixel produced, but most probably cloudy",0b0100,Decreasing quality,0b00,Climatology,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
59.5167,-138.8,2022-10-16,h10v03,231.0,4602.0,-3000.0,-3000.0,65535.0,0b1111111111111111,0b11,Pixel not produced due to other reasons than clouds,0b1111,Not useful for any other reason/not processed,0b11,High,0b1,Yes,0b1,Yes,0b1,Yes,0b111,Deep ocean,0b1,Yes,0b1,Yes
59.5167,-138.8,2022-11-01,h10v03,231.0,4602.0,-3000.0,-3000.0,3135.0,0b0000110000111111,0b11,Pixel not produced due to other reasons than clouds,0b1111,Not useful for any other reason/not processed,0b00,Climatology,0b0,No,0b0,No,0b1,Yes,0b001,Land (Nothing else but land),0b0,No,0b0,No
59.5167,-138.8,2022-11-17,h10v03,231.0,4602.0,-0.0919,-0.1393,20506.0,0b0101000000011010,0b10,"Pixel produced, but most probably cloudy",0b0110,Decreasing quality,0b00,Climatology,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b1,Yes,0b0,No
59.5167,-138.8,2022-12-03,h10v03,231.0,4602.0,-0.0926,-0.145,37150.0,0b1001000100011110,0b10,"Pixel produced, but most probably cloudy",0b0111,Decreasing quality,0b00,Climatology,0b1,Yes,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b1,Yes
59.5167,-138.8,2022-12-19,h10v03,231.0,4602.0,-0.0899,-0.1497,4114.0,0b0001000000010010,0b10,"Pixel produced, but most probably cloudy",0b0100,Decreasing quality,0b00,Climatology,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
59.5167,-138.8,2023-01-01,h10v03,231.0,4602.0,-0.0855,-0.1274,2066.0,0b0000100000010010,0b10,"Pixel produced, but most probably cloudy",0b0100,Decreasing quality,0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
59.5167,-138.8,2023-01-17,h10v03,231.0,4602.0,-0.0694,-0.1032,4374.0,0b0001000100010110,0b10,"Pixel produced, but most probably cloudy",0b0101,Decreasing quality,0b00,Climatology,0b1,Yes,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
59.5167,-138.8,2023-02-02,h10v03,231.0,4602.0,-0.0809,-0.11,4114.0,0b0001000000010010,0b10,"Pixel produced, but most probably cloudy",0b0100,Decreasing quality,0b00,Climatology,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
59.5167,-138.8,2023-02-18,h10v03,231.0,4602.0,-0.0594,-0.0563,20501.0,0b0101000000010101,0b01,"VI produced, but check other QA",0b0101,Decreasing quality,0b00,Climatology,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b1,Yes,0b0,No
59.5167,-138.8,2023-03-06,h10v03,231.0,4602.0,-0.1637,-0.1837,21538.0,0b0101010000100010,0b10,"Pixel produced, but most probably cloudy",0b1000,Decreasing quality,0b00,Climatology,0b0,No,0b0,No,0b1,Yes,0b010,Ocean coastlines and lake shorelines,0b1,Yes,0b0,No
59.5167,-138.8,2023-03-22,h10v03,231.0,4602.0,-0.0418,-0.0389,20497.0,0b0101000000010001,0b01,"VI produced, but check other QA",0b0100,Decreasing quality,0b00,Climatology,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b1,Yes,0b0,No
59.5167,-138.8,2023-04-07,h10v03,231.0,4602.0,-0.0984,-0.1016,20497.0,0b0101000000010001,0b01,"VI produced, but check other QA",0b0100,Decreasing quality,0b00,Climatology,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b1,Yes,0b0,No
59.5167,-138.8,2023-04-23,h10v03,231.0,4602.0,-3000.0,-3000.0,2111.0,0b0000100000111111,0b11,Pixel not produced due to other reasons than clouds,0b1111,Not useful for any other reason/not processed,0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
59.5167,-138.8,2023-05-09,h10v03,231.0,4602.0,-3000.0,-3000.0,65535.0,0b1111111111111111,0b11,Pixel not produced due to other reasons than clouds,0b1111,Not useful for any other reason/not processed,0b11,High,0b1,Yes,0b1,Yes,0b1,Yes,0b111,Deep ocean,0b1,Yes,0b1,Yes
59.5167,-138.8,2023-05-25,h10v03,231.0,4602.0,-3000.0,-3000.0,37183.0,0b1001000100111111,0b11,Pixel not produced due to other reasons than clouds,0b1111,Not useful for any other reason/not processed,0b00,Climatology,0b1,Yes,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b1,Yes
59.5167,-138.8,2023-06-10,h10v03,231.0,4602.0,-3000.0,-3000.0,4159.0,0b0001000000111111,0b11,Pixel not produced due to other reasons than clouds,0b1111,Not useful for any other reason/not processed,0b00,Climatology,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
59.5167,-138.8,2023-06-26,h10v03,231.0,4602.0,-3000.0,-3000.0,65535.0,0b1111111111111111,0b11,Pixel not produced due to other reasons than clouds,0b1111,Not useful for any other reason/not processed,0b11,High,0b1,Yes,0b1,Yes,0b1,Yes,0b111,Deep ocean,0b1,Yes,0b1,Yes
59.5167,-138.8,2023-07-12,h10v03,231.0,4602.0,-3000.0,-3000.0,65535.0,0b1111111111111111,0b11,Pixel not produced due to other reasons than clouds,0b1111,Not useful for any other reason/not processed,0b11,High,0b1,Yes,0b1,Yes,0b1,Yes,0b111,Deep ocean,0b1,Yes,0b1,Yes
59.5167,-138.8,2023-07-28,h10v03,231.0,4602.0,-0.0999,-0.1763,2066.0,0b0000100000010010,0b10,"Pixel produced, but most probably cloudy",0b0100,Decreasing quality,0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
59.5167,-138.8,2023-08-13,h10v03,231.0,4602.0,-3000.0,-3000.0,65535.0,0b1111111111111111,0b11,Pixel not produced due to other reasons than clouds,0b1111,Not useful for any other reason/not processed,0b11,High,0b1,Yes,0b1,Yes,0b1,Yes,0b111,Deep ocean,0b1,Yes,0b1,Yes
59.5167,-138.8,2023-08-29,h10v03,231.0,4602.0,0.0005,0.0005,4110.0,0b0001000000001110,0b10,"Pixel produced, but most probably cloudy",0b0011,Decreasing quality,0b00,Climatology,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
59.5167,-138.8,2023-09-14,h10v03,231.0,4602.0,-0.0987,-3000.0,2111.0,0b0000100000111111,0b11,Pixel not produced due to other reasons than clouds,0b1111,Not useful for any other reason/not processed,0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
59.5167,-138.8,2023-09-30,h10v03,231.0,4602.0,-0.0735,-0.1673,4114.0,0b0001000000010010,0b10,"Pixel produced, but most probably cloudy",0b0100,Decreasing quality,0b00,Climatology,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
59.5167,-138.8,2023-10-16,h10v03,231.0,4602.0,-3000.0,-3000.0,4223.0,0b0001000001111111,0b11,Pixel not produced due to other reasons than clouds,0b1111,Not useful for any other reason/not processed,0b01,Low,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
59.5167,-138.8,2023-11-01,h10v03,231.0,4602.0,-3000.0,-3000.0,37183.0,0b1001000100111111,0b11,Pixel not produced due to other reasons than clouds,0b1111,Not useful for any other reason/not processed,0b00,Climatology,0b1,Yes,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b1,Yes
59.5167,-138.8,2023-11-17,h10v03,231.0,4602.0,-3000.0,-3000.0,37183.0,0b1001000100111111,0b11,Pixel not produced due to other reasons than clouds,0b1111,Not useful for any other reason/not processed,0b00,Climatology,0b1,Yes,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b1,Yes
59.5167,-138.8,2023-12-03,h10v03,231.0,4602.0,-0.0854,-0.1044,20502.0,0b0101000000010110,0b10,"Pixel produced, but most probably cloudy",0b0101,Decreasing quality,0b00,Climatology,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b1,Yes,0b0,No
59.5167,-138.8,2023-12-19,h10v03,231.0,4602.0,-0.0531,-0.0878,20506.0,0b0101000000011010,0b10,"Pixel produced, but most probably cloudy",0b0110,Decreasing quality,0b00,Climatology,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b1,Yes,0b0,No
59.5167,-138.8,2024-01-01,h10v03,231.0,4602.0,-3000.0,-3000.0,5183.0,0b0001010000111111,0b11,Pixel not produced due to other reasons than clouds,0b1111,Not useful for any other reason/not processed,0b00,Climatology,0b0,No,0b0,No,0b1,Yes,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
59.5167,-138.8,2024-01-17,h10v03,231.0,4602.0,-0.0951,-0.1855,20506.0,0b0101000000011010,0b10,"Pixel produced, but most probably cloudy",0b0110,Decreasing quality,0b00,Climatology,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b1,Yes,0b0,No
59.5167,-138.8,2024-02-02,h10v03,231.0,4602.0,-3000.0,-3000.0,4415.0,0b0001000100111111,0b11,Pixel not produced due to other reasons than clouds,0b1111,Not useful for any other reason/not processed,0b00,Climatology,0b1,Yes,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
59.5167,-138.8,2024-02-18,h10v03,231.0,4602.0,-3000.0,-3000.0,65535.0,0b1111111111111111,0b11,Pixel not produced due to other reasons than clouds,0b1111,Not useful for any other reason/not processed,0b11,High,0b1,Yes,0b1,Yes,0b1,Yes,0b111,Deep ocean,0b1,Yes,0b1,Yes
59.5167,-138.8,2024-03-05,h10v03,231.0,4602.0,-0.0624,-0.0965,20502.0,0b0101000000010110,0b10,"Pixel produced, but most probably cloudy",0b0101,Decreasing quality,0b00,Climatology,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b1,Yes,0b0,No
59.5167,-138.8,2024-03-21,h10v03,231.0,4602.0,-3000.0,-3000.0,65535.0,0b1111111111111111,0b11,Pixel not produced due to other reasons than clouds,0b1111,Not useful for any other reason/not processed,0b11,High,0b1,Yes,0b1,Yes,0b1,Yes,0b111,Deep ocean,0b1,Yes,0b1,Yes
59.5167,-138.8,2024-04-06,h10v03,231.0,4602.0,-3000.0,-3000.0,65535.0,0b1111111111111111,0b11,Pixel not produced due to other reasons than clouds,0b1111,Not useful for any other reason/not processed,0b11,High,0b1,Yes,0b1,Yes,0b1,Yes,0b111,Deep ocean,0b1,Yes,0b1,Yes
59.5167,-138.8,2024-04-22,h10v03,231.0,4602.0,-3000.0,-3000.0,65535.0,0b1111111111111111,0b11,Pixel not produced due to other reasons than clouds,0b1111,Not useful for any other reason/not processed,0b11,High,0b1,Yes,0b1,Yes,0b1,Yes,0b111,Deep ocean,0b1,Yes,0b1,Yes
59.5167,-138.8,2024-05-08,h10v03,231.0,4602.0,-3000.0,-3000.0,4159.0,0b0001000000111111,0b11,Pixel not produced due to other reasons than clouds,0b1111,Not useful for any other reason/not processed,0b00,Climatology,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
59.5167,-138.8,2024-05-24,h10v03,231.0,4602.0,-3000.0,-3000.0,65535.0,0b1111111111111111,0b11,Pixel not produced due to other reasons than clouds,0b1111,Not useful for any other reason/not processed,0b11,High,0b1,Yes,0b1,Yes,0b1,Yes,0b111,Deep ocean,0b1,Yes,0b1,Yes
59.5167,-138.8,2024-06-09,h10v03,231.0,4602.0,-3000.0,-3000.0,65535.0,0b1111111111111111,0b11,Pixel not produced due to other reasons than clouds,0b1111,Not useful for any other reason/not processed,0b11,High,0b1,Yes,0b1,Yes,0b1,Yes,0b111,Deep ocean,0b1,Yes,0b1,Yes
59.5167,-138.8,2024-06-25,h10v03,231.0,4602.0,-3000.0,-3000.0,65535.0,0b1111111111111111,0b11,Pixel not produced due to other reasons than clouds,0b1111,Not useful for any other reason/not processed,0b11,High,0b1,Yes,0b1,Yes,0b1,Yes,0b111,Deep ocean,0b1,Yes,0b1,Yes
59.5167,-138.8,2024-07-11,h10v03,231.0,4602.0,-3000.0,-3000.0,5183.0,0b0001010000111111,0b11,Pixel not produced due to other reasons than clouds,0b1111,Not useful for any other reason/not processed,0b00,Climatology,0b0,No,0b0,No,0b1,Yes,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
59.5167,-138.8,2024-07-27,h10v03,231.0,4602.0,-3000.0,-3000.0,4159.0,0b0001000000111111,0b11,Pixel not produced due to other reasons than clouds,0b1111,Not useful for any other reason/not processed,0b00,Climatology,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
59.5167,-138.8,2024-08-12,h10v03,231.0,4602.0,-3000.0,-3000.0,65535.0,0b1111111111111111,0b11,Pixel not produced due to other reasons than clouds,0b1111,Not useful for any other reason/not processed,0b11,High,0b1,Yes,0b1,Yes,0b1,Yes,0b111,Deep ocean,0b1,Yes,0b1,Yes
59.5167,-138.8,2024-08-28,h10v03,231.0,4602.0,0.0007,0.0007,4114.0,0b0001000000010010,0b10,"Pixel produced, but most probably cloudy",0b0100,Decreasing quality,0b00,Climatology,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
59.5167,-138.8,2024-09-13,h10v03,231.0,4602.0,-3000.0,-3000.0,65535.0,0b1111111111111111,0b11,Pixel not produced due to other reasons than clouds,0b1111,Not useful for any other reason/not processed,0b11,High,0b1,Yes,0b1,Yes,0b1,Yes,0b111,Deep ocean,0b1,Yes,0b1,Yes
59.5167,-138.8,2024-09-29,h10v03,231.0,4602.0,-0.0391,-0.1094,4114.0,0b0001000000010010,0b10,"Pixel produced, but most probably cloudy",0b0100,Decreasing quality,0b00,Climatology,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
59.5167,-138.8,2024-10-15,h10v03,231.0,4602.0,-3000.0,-3000.0,65535.0,0b1111111111111111,0b11,Pixel not produced due to other reasons than clouds,0b1111,Not useful for any other reason/not processed,0b11,High,0b1,Yes,0b1,Yes,0b1,Yes,0b111,Deep ocean,0b1,Yes,0b1,Yes
59.5167,-138.8,2024-10-31,h10v03,231.0,4602.0,-0.1032,-0.1695,20506.0,0b0101000000011010,0b10,"Pixel produced, but most probably cloudy",0b0110,Decreasing quality,0b00,Climatology,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b1,Yes,0b0,No
59.5167,-138.8,2024-11-16,h10v03,231.0,4602.0,-3000.0,-3000.0,37183.0,0b1001000100111111,0b11,Pixel not produced due to other reasons than clouds,0b1111,Not useful for any other reason/not processed,0b00,Climatology,0b1,Yes,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b1,Yes
59.5167,-138.8,2024-12-02,h10v03,231.0,4602.0,-3000.0,-3000.0,34879.0,0b1000100000111111,0b11,Pixel not produced due to other reasons than clouds,0b1111,Not useful for any other reason/not processed,0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b1,Yes
59.5167,-138.8,2024-12-18,h10v03,231.0,4602.0,-0.0841,-0.0927,2066.0,0b0000100000010010,0b10,"Pixel produced, but most probably cloudy",0b0100,Decreasing quality,0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
59.5167,-138.8,2025-01-01,h10v03,231.0,4602.0,-0.0972,-0.1353,4114.0,0b0001000000010010,0b10,"Pixel produced, but most probably cloudy",0b0100,Decreasing quality,0b00,Climatology,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
59.5167,-138.8,2025-01-17,h10v03,231.0,4602.0,-0.0518,-0.0528,2066.0,0b0000100000010010,0b10,"Pixel produced, but most probably cloudy",0b0100,Decreasing quality,0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
59.5167,-138.8,2025-02-02,h10v03,231.0,4602.0,-0.0674,-0.1171,20502.0,0b0101000000010110,0b10,"Pixel produced, but most probably cloudy",0b0101,Decreasing quality,0b00,Climatology,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b1,Yes,0b0,No
59.5167,-138.8,2025-02-18,h10v03,231.0,4602.0,-3000.0,-3000.0,20543.0,0b0101000000111111,0b11,Pixel not produced due to other reasons than clouds,0b1111,Not useful for any other reason/not processed,0b00,Climatology,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b1,Yes,0b0,No
59.5167,-138.8,2025-03-06,h10v03,231.0,4602.0,-3000.0,-3000.0,65535.0,0b1111111111111111,0b11,Pixel not produced due to other reasons than clouds,0b1111,Not useful for any other reason/not processed,0b11,High,0b1,Yes,0b1,Yes,0b1,Yes,0b111,Deep ocean,0b1,Yes,0b1,Yes
59.5167,-138.8,2025-03-22,h10v03,231.0,4602.0,-3000.0,-3000.0,65535.0,0b1111111111111111,0b11,Pixel not produced due to other reasons than clouds,0b1111,Not useful for any other reason/not processed,0b11,High,0b1,Yes,0b1,Yes,0b1,Yes,0b111,Deep ocean,0b1,Yes,0b1,Yes
59.5167,-138.8,2025-04-07,h10v03,231.0,4602.0,-0.0757,-0.0907,4110.0,0b0001000000001110,0b10,"Pixel produced, but most probably cloudy",0b0011,Decreasing quality,0b00,Climatology,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
59.5167,-138.8,2025-04-23,h10v03,231.0,4602.0,-0.0843,-0.1295,4114.0,0b0001000000010010,0b10,"Pixel produced, but most probably cloudy",0b0100,Decreasing quality,0b00,Climatology,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
59.5167,-138.8,2025-05-09,h10v03,231.0,4602.0,-3000.0,-3000.0,65535.0,0b1111111111111111,0b11,Pixel not produced due to other reasons than clouds,0b1111,Not useful for any other reason/not processed,0b11,High,0b1,Yes,0b1,Yes,0b1,Yes,0b111,Deep ocean,0b1,Yes,0b1,Yes
59.5167,-138.8,2025-05-25,h10v03,231.0,4602.0,-0.0129,-0.0134,4110.0,0b0001000000001110,0b10,"Pixel produced, but most probably cloudy",0b0011,Decreasing quality,0b00,Climatology,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
59.5167,-138.8,2025-06-10,h10v03,231.0,4602.0,-3000.0,-3000.0,65535.0,0b1111111111111111,0b11,Pixel not produced due to other reasons than clouds,0b1111,Not useful for any other reason/not processed,0b11,High,0b1,Yes,0b1,Yes,0b1,Yes,0b111,Deep ocean,0b1,Yes,0b1,Yes
59.5167,-138.8,2025-06-26,h10v03,231.0,4602.0,0.0299,0.0287,4118.0,0b0001000000010110,0b10,"Pixel produced, but most probably cloudy",0b0101,Decreasing quality,0b00,Climatology,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
59.5167,-138.8,2025-07-12,h10v03,231.0,4602.0,-3000.0,-3000.0,65535.0,0b1111111111111111,0b11,Pixel not produced due to other reasons than clouds,0b1111,Not useful for any other reason/not processed,0b11,High,0b1,Yes,0b1,Yes,0b1,Yes,0b111,Deep ocean,0b1,Yes,0b1,Yes
59.5167,-138.8,2025-07-28,h10v03,231.0,4602.0,-3000.0,-3000.0,65535.0,0b1111111111111111,0b11,Pixel not produced due to other reasons than clouds,0b1111,Not useful for any other reason/not processed,0b11,High,0b1,Yes,0b1,Yes,0b1,Yes,0b111,Deep ocean,0b1,Yes,0b1,Yes
59.5167,-138.8,2025-08-13,h10v03,231.0,4602.0,-3000.0,-3000.0,65535.0,0b1111111111111111,0b11,Pixel not produced due to other reasons than clouds,0b1111,Not useful for any other reason/not processed,0b11,High,0b1,Yes,0b1,Yes,0b1,Yes,0b111,Deep ocean,0b1,Yes,0b1,Yes
59.5167,-138.8,2025-08-29,h10v03,231.0,4602.0,-3000.0,-3000.0,36927.0,0b1001000000111111,0b11,Pixel not produced due to other reasons than clouds,0b1111,Not useful for any other reason/not processed,0b00,Climatology,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b1,Yes
59.5167,-138.8,2025-09-14,h10v03,231.0,4602.0,-0.0146,-0.0179,4114.0,0b0001000000010010,0b10,"Pixel produced, but most probably cloudy",0b0100,Decreasing quality,0b00,Climatology,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
